"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference"
1174,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_NA_-122.37","16.4",37.86,-122.37,"","San Francisco Brackish US",21,29.1,"tmax",0.9,"SD",19,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Larva",NA,"Marine",NA,"Hypomesus","transpacificus","12","Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020"
968,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","2.3",42.9,-70.81,"","Hampton New Hampshire US",21,28.6,"tmax",1.05,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
969,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","7.2",42.9,-70.81,"","Hampton New Hampshire US",21,32,"tmax",0.73,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
970,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","12.4",42.9,-70.81,"","Hampton New Hampshire US",21,33.6,"tmax",0.87,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
971,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","22.4",42.9,-70.81,"","Hampton New Hampshire US",21,38.2,"tmax",0.45,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
972,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","26.5",42.9,-70.81,"","Hampton New Hampshire US",21,40.4,"tmax",0.33,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
973,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","32.1",42.9,-70.81,"","Hampton New Hampshire US",21,41.8,"tmax",0.29,"SD",14,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
974,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_NA_-70.81","34",42.9,-70.81,"","Hampton New Hampshire US",21,41.3,"tmax",0.71,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
975,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","5",42.9,-70.81,"","Hampton New Hampshire US",21,30.7,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
976,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","5",42.9,-70.81,"","Hampton New Hampshire US",21,31.93,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
977,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","5",42.9,-70.81,"","Hampton New Hampshire US",21,30.78,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
978,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","12.5",42.9,-70.81,"","Hampton New Hampshire US",21,33.3,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
979,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","12.5",42.9,-70.81,"","Hampton New Hampshire US",21,35.28,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
980,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","12.5",42.9,-70.81,"","Hampton New Hampshire US",21,33.49,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
981,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","20",42.9,-70.81,"","Hampton New Hampshire US",21,36.01,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
982,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","20",42.9,-70.81,"","Hampton New Hampshire US",21,37.57,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
983,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_NA_-70.81","20",42.9,-70.81,"","Hampton New Hampshire US",21,36.17,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
949,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","5",34.73,-76.72,"","Morehead City North Carolina US",21,30.88,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
950,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","5",34.73,-76.72,"","Morehead City North Carolina US",21,32.93,"tmax",1.5,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
951,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","5",34.73,-76.72,"","Morehead City North Carolina US",21,30.97,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
952,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","20",34.73,-76.72,"","Morehead City North Carolina US",21,37.11,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
953,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","20",34.73,-76.72,"","Morehead City North Carolina US",21,38.53,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
954,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_34.73_NA_-76.72","20",34.73,-76.72,"","Morehead City North Carolina US",21,37.35,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus","15","Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000"
1228,"Ischnura elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_56.183239_NA_10.650469","20",56.183239,10.650469,"","Ahl Hage, Ahlvej, Ebeltoft, Denmark",17,44.60683761,"tmax",0.136752137,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,"Marine",NA,"Ischnura","elegans","3.5","Watson & Dallwitz, 2019","","","non-migratory","","","","","Nikki","540","Piersanti et al., 2015"
1229,"Ischnura elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_56.183239_NA_10.650469","24",56.183239,10.650469,"","Ahl Hage, Ahlvej, Ebeltoft, Denmark",17,44.96503238,"tmax",0.144680851,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,"Marine",NA,"Ischnura","elegans","3.5","Watson & Dallwitz, 2019","","","non-migratory","","","","","Nikki","540","Piersanti et al., 2015"
2837,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37","19",24.82,-107.37,"","Estado de Sonora Mexico",30,37.71,"tmax",0.5,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2838,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37","22",24.82,-107.37,"","Estado de Sonora Mexico",30,38.79,"tmax",0.5,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2839,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37","25",24.82,-107.37,"","Estado de Sonora Mexico",30,40.02,"tmax",0.7,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2840,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37","28",24.82,-107.37,"","Estado de Sonora Mexico",30,40.9,"tmax",0.57,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
2841,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37","31",24.82,-107.37,"","Estado de Sonora Mexico",30,41.31,"tmax",0.62,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Freshwater",NA,"Sphoeroides","annulatus","44","Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d."
290,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.79_500_-61.14","25",14.79,-61.14,"","Petite Savane, Martinique",10,35.5,"tmax",0.2,"SE",11,"critical","loss_righting_responses","1",NA,NA,"held","summer","500","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet","8.6","Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009"
291,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.8_650_-61.14","25",14.8,-61.14,"","Morne Calebasse, Martinique",10,35.2,"tmax",0.2,"SE",9,"critical","loss_righting_responses","1",NA,NA,"held","summer","650","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet","8.6","Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009"
292,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.81_350_-61.12","24",14.81,-61.12,"","Habitation Eden, Martinique",10,35.9,"tmax",0.2,"SE",8,"critical","loss_righting_responses","1",NA,NA,"held","summer","350","Adult","Only subspecies A. r. summus","Terrestrial",NA,"Anolis","roquet","8.6","Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009"
293,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.82_175_-61.11","25",14.82,-61.11,"","Habitation Ajoupa, Martinique",10,35.9,"tmax",0.2,"SE",7,"critical","loss_righting_responses","1",NA,NA,"held","summer","175","Adult","Two subspecies collected : A. roquet summus & A. roquet majolgris","Terrestrial",NA,"Anolis","roquet","8.6","Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009"
294,"Anolis roquet","Chordata","Reptilia","Squamata","Dactyloidae","FV","Hertz_1981","intratherm_team","Anolis roquet_14.85_20_-61.09","25",14.85,-61.09,"","Anse Clavet, Martinique",10,36,"tmax",0.1,"SE",7,"critical","loss_righting_responses","1",NA,NA,"held","summer","20","Adult","Two subspecies collected : A. roquet summus & A. roquet majolgris","Terrestrial",NA,"Anolis","roquet","8.6","Walsh, 1992","","","non-migratory","","","","","Nikki","2445.5","De Magalhães & Costa, 2009"
3006,"Anolis cybotes","Chordata","Reptilia","Squamata","Dactyloidae","Nikki","Munoz_et_al_2013","intratherm_team","Anolis cybotes_17.96_45_-71.19","19.4",17.96,-71.19,"extracted","Los Patos",21,10.6,"tmin",0.3,"SE",19,"critical","lower_critical_limit","1",NA,NA,"FF","summer","45","Adult",NA,"Terrestrial",NA,"Anolis","cybotes","20.3","Conant & Collins, 1998","","","non-migratory","Fobes et al., 1992","","","","Nikki","unk",""
3007,"Anolis armouri","Chordata","Reptilia","Squamata","Dactyloidae","Nikki","Munoz_et_al_2013","intratherm_team","Anolis armouri_18.3_2020_-71.7","23",18.3,-71.7,"extracted","Loma de Toro low",1,8.2,"tmin",0.6,"SE",9,"critical","lower_critical_limit","0.94",NA,NA,"FF","summer","2020","Adult",NA,"Terrestrial",NA,"Anolis","armouri",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA
3008,"Anolis armouri","Chordata","Reptilia","Squamata","Dactyloidae","Nikki","Munoz_et_al_2013","intratherm_team","Anolis armouri_18.29_2318_-71.71","23",18.29,-71.71,"extracted","Loma de Toro high",1,7.2,"tmin",0.4,"SE",12,"critical","lower_critical_limit","0.93",NA,NA,"FF","summer","2318","Adult",NA,"Terrestrial",NA,"Anolis","armouri",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA
3009,"Anolis armouri","Chordata","Reptilia","Squamata","Dactyloidae","Nikki","Munoz_et_al_2013","intratherm_team","Anolis armouri_18.29_2318_-71.71","19.4",18.29,-71.71,"extracted","Loma de Toro high",21,7.2,"tmin",0.3,"SE",18,"critical","lower_critical_limit","1",NA,NA,"FF","summer","2318","Adult",NA,"Terrestrial",NA,"Anolis","armouri",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA
3010,"Anolis cybotes","Chordata","Reptilia","Squamata","Dactyloidae","Nikki","Munoz_et_al_2013","intratherm_team","Anolis cybotes_17.96_45_-71.19","23",17.96,-71.19,"extracted","Los Patos",1,11.3,"tmin",0.4,"SE",16,"critical","lower_critical_limit","0.99",NA,NA,"FF","summer","45","Adult",NA,"Terrestrial",NA,"Anolis","cybotes","20.3","Conant & Collins, 1998","","","non-migratory","Fobes et al., 1992","","","","Nikki","unk",""
333,"Calathus melanocephalus","Arthropoda","Insecta","Coleoptera","Carabidae","FV","Nylund_1991","intratherm_team","Calathus melanocephalus_52.91_13_6.63","5",52.91,6.63,"","Drenthe, Netherlands",43,-2.6,"tmin",NA,NA,10,"critical","chill_coma","1",NA,NA,"13","summer","13","Adult",NA,"Terrestrial",NA,"Calathus","melanocephalus","0.7","Van Noordwijk et al., 2015","Spring and Winter","Filippov, 2006;“Calathus melanocephalus,” 2009","non-migratory","","","","","Wilco+Piero","390","Filippov, 2006"
334,"Calathus melanocephalus","Arthropoda","Insecta","Coleoptera","Carabidae","FV","Nylund_1991","intratherm_team","Calathus melanocephalus_52.91_13_6.63","21",52.91,6.63,"","Drenthe, Netherlands",43,-0.1,"tmin",NA,NA,16,"critical","chill_coma","1",NA,NA,"13","summer","13","Adult",NA,"Terrestrial",NA,"Calathus","melanocephalus","0.7","Van Noordwijk et al., 2015","Spring and Winter","Filippov, 2006;“Calathus melanocephalus,” 2009","non-migratory","","","","","Wilco+Piero","390","Filippov, 2006"
337,"Calathus melanocephalus","Arthropoda","Insecta","Coleoptera","Carabidae","FV","Nylund_1991","intratherm_team","Calathus melanocephalus_60.36_1200_7.35","13",60.36,7.35,"","Hardangervidda, Norway",31,-3.9,"tmin",NA,NA,10,"critical","chill_coma","1",NA,NA,"5","summer","1200","Adult",NA,"Terrestrial",NA,"Calathus","melanocephalus","0.7","Van Noordwijk et al., 2015","Spring and Winter","Filippov, 2006;“Calathus melanocephalus,” 2009","non-migratory","","","","","Wilco+Piero","390","Filippov, 2006"
338,"Calathus melanocephalus","Arthropoda","Insecta","Coleoptera","Carabidae","FV","Nylund_1991","intratherm_team","Calathus melanocephalus_60.36_1200_7.35","21",60.36,7.35,"","Hardangervidda, Norway",31,-0.5,"tmin",NA,NA,15,"critical","chill_coma","1",NA,NA,"5","summer","1200","Adult",NA,"Terrestrial",NA,"Calathus","melanocephalus","0.7","Van Noordwijk et al., 2015","Spring and Winter","Filippov, 2006;“Calathus melanocephalus,” 2009","non-migratory","","","","","Wilco+Piero","390","Filippov, 2006"
2018,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_43.316667_NA_11.316667","20",43.316667,11.316667,"inferred","Siena, Province of Siena, Italy",35,-1.036363636,"tmin",0.03409091,"SE",24,"critical","lower_critical_limit","0.1",NA,NA,"held","October",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta","0.4","Driessen, 2007","","","non-migratory","","","","","Nikki","unk",""
2019,"Orchesella cincta","Arthropoda","Collembola","Collembola","Entomobryidae","Nikki","Jensen_et_al_2019","intratherm_team","Orchesella cincta_43.316667_NA_11.316667","20",43.316667,11.316667,"inferred","Siena, Province of Siena, Italy",35,38.11134939,"tmax",0.074998252,"SE",24,"critical","upper_critical_limit","0.1",NA,NA,"held","October",NA,"Adult","F2/F3","Terrestrial",NA,"Orchesella","cincta","0.4","Driessen, 2007","","","non-migratory","","","","","Nikki","unk",""
