"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2"
1232,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_-157.98",23,21.37,-157.98,"","Oahu estuaries Hawaii",14,38.9,"tmax",0.44,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis",25,"Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk","","N","","","","","",""
1233,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_-157.98",25.5,21.37,-157.98,"","Oahu estuaries Hawaii",14,39.9,"tmax",0.33,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis",25,"Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk","","N","","","","","",""
1234,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_-157.98",27,21.37,-157.98,"","Oahu estuaries Hawaii",14,40.1,"tmax",0.23,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis",25,"Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk","","N","","","","","",""
1235,"Kuhlia sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_-157.98",29,21.37,-157.98,"","Oahu estuaries Hawaii",14,41.3,"tmax",0.23,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Kuhlia","sandvicensis",25,"Froese & Pauly, 2000","","Froese & Pauly, 2000","migratory","Poepoe et al., 2003","Feb-Apr","","Poepoe et al., 2003","Nikki","unk","","N","","","","","",""
1792,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",20,21.37,-157.98,"","Oahu estuaries Hawaii",14,36.7,"tmax",0.82,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1793,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",23,21.37,-157.98,"","Oahu estuaries Hawaii",14,37.7,"tmax",0.58,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1794,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",25.5,21.37,-157.98,"","Oahu estuaries Hawaii",14,38.7,"tmax",0.45,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1795,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",27,21.37,-157.98,"","Oahu estuaries Hawaii",14,40,"tmax",0.14,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1796,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",29,21.37,-157.98,"","Oahu estuaries Hawaii",14,40.3,"tmax",0.16,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
2,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_-113.54",16.34,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.3,"tmax",0.54,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis",22.9,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.","N","","","","","",""
3,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_-113.54",24.1,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,39.9,"tmax",0.26,"SD",14,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis",22.9,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.","N","","","","","",""
4,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_-113.54",30,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.3,"tmax",0.2,"SD",8,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis",22.9,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.","N","","","","","",""
5,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_-113.54",35,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.6,"tmax",0.13,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis",22.9,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.","N","","","","","",""
1118,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_-113.54",16.34,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.2,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita",6.5,"Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk","","N","","","","","",""
1119,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_-113.54",24.1,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.2,"tmax",0.3,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita",6.5,"Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk","","N","","","","","",""
1120,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_-113.54",30,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41,"tmax",0.31,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita",6.5,"Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk","","N","","","","","",""
1121,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_-113.54",35,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.9,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Gobiosoma","chiquita",6.5,"Froese & Pauly, 2000","","","non-migratory","Stahl, 1975","","","","Nikki","unk","","N","","","","","",""
1797,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_-113.54",16.34,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",0.69,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1798,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_-113.54",24.1,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.3,"tmax",0.76,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1799,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_-113.54",30,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,42.4,"tmax",1.8,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
1800,"Mugil cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_-113.54",35,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,43.1,"tmax",0.3,"SD",9,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Mugil","cephalus",100,"Froese & Pauly, 2000","","","migratory","Meyers et al., 2015","Fall-Winter","","Meyers et al., 2015","Nikki","5840","IUCN, 2020;Froese & Pauly, 2000","N","","","","","",""
2842,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_-113.54",16.34,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",NA,"SD",6,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2843,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_-113.54",24.1,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.1,"tmax",0.34,"SD",23,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2844,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_-113.54",30,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,41.4,"tmax",0.11,"SD",8,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
2845,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_-113.54",35,31.29,-113.54,"","Gulf of California near Puerto Penasco Sonora Mexico",10,42.4,"tmax",0.17,"SD",11,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Sphoeroides","annulatus",44,"Froese & Pauly, 2000","","","unk","","","","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.","N","","","","","",""
1164,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",12,37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.5,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1165,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",16.6,37.86,-122.37,"","San Francisco Brackish US",21,28.4,"tmax",0.5,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1166,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",18.7,37.86,-122.37,"","San Francisco Brackish US",21,28.3,"tmax",0.6,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1167,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",12.4,37.86,-122.37,"","San Francisco Brackish US",21,24.1,"tmax",1.9,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1168,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",15.3,37.86,-122.37,"","San Francisco Brackish US",21,26.3,"tmax",1.8,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1169,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",18.7,37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.8,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1170,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",11.9,37.86,-122.37,"","San Francisco Brackish US",21,27.1,"tmax",0.8,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1171,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",15.7,37.86,-122.37,"","San Francisco Brackish US",21,28.2,"tmax",0.7,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1172,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",19.7,37.86,-122.37,"","San Francisco Brackish US",21,28.9,"tmax",0.7,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1173,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",16.4,37.86,-122.37,"","San Francisco Brackish US",21,29.9,"tmax",0.3,"SD",16,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Larva",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
1174,"Hypomesus transpacificus","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,"Komoroske et al. 2014","Comte","Hypomesus transpacificus_37.86_-122.37",16.4,37.86,-122.37,"","San Francisco Brackish US",21,29.1,"tmax",0.9,"SD",19,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Larva",NA,"Marine",NA,"Hypomesus","transpacificus",12,"Froese & Pauly, 2000","","Swee J. Teh, 2007","migratory","Sommer et al., 2011","Winter","","Sommer et al., 2011","Nikki","730","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","",""
968,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",2.3,42.9,-70.81,"","Hampton New Hampshire US",21,28.6,"tmax",1.05,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
969,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",7.2,42.9,-70.81,"","Hampton New Hampshire US",21,32,"tmax",0.73,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
970,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",12.4,42.9,-70.81,"","Hampton New Hampshire US",21,33.6,"tmax",0.87,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
971,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",22.4,42.9,-70.81,"","Hampton New Hampshire US",21,38.2,"tmax",0.45,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
972,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",26.5,42.9,-70.81,"","Hampton New Hampshire US",21,40.4,"tmax",0.33,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
973,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",32.1,42.9,-70.81,"","Hampton New Hampshire US",21,41.8,"tmax",0.29,"SD",14,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
974,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Fangue et al. 2006","Comte","Fundulus heteroclitus_42.9_-70.81",34,42.9,-70.81,"","Hampton New Hampshire US",21,41.3,"tmax",0.71,"SD",15,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
975,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",5,42.9,-70.81,"","Hampton New Hampshire US",21,30.7,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
976,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",5,42.9,-70.81,"","Hampton New Hampshire US",21,31.93,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
977,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",5,42.9,-70.81,"","Hampton New Hampshire US",21,30.78,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
978,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",12.5,42.9,-70.81,"","Hampton New Hampshire US",21,33.3,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
979,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",12.5,42.9,-70.81,"","Hampton New Hampshire US",21,35.28,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
980,"Fundulus heteroclitus","Chordata","Teleostei","Cyprinodontiformes","Fundulidae",NA,"Healy Schulte 2012","Comte","Fundulus heteroclitus_42.9_-70.81",12.5,42.9,-70.81,"","Hampton New Hampshire US",21,33.49,"tmax",NA,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Adult",NA,"Marine",NA,"Fundulus","heteroclitus",15,"Froese & Pauly, 2000","kunk","Skinner et al., 2005;IUCN, 2020","non-migratory","IUCN, 2020","","","","Nikki","1580","Kneib & Stiven, 1978;Froese & Pauly, 2000","N","","","","","",""
