"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"11",95,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_NA",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,37.02,"tmax",0.13,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA
"12",96,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_NA",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,38.5,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA
"13",97,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_NA",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,40.5,"tmax",NA,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,"15","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1095","males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,NA
"14",159,"Ameiurus melas","Ameiurus","melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus melas_42.08_NA",23,42.08,-81.34,"","Ameiurus","melas","Lake Erie",NA,35,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""fry remain close to adult for around two weeks"" implies no large dispersal of larvae",NA,"66","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_melas/","3650","5 years average+ 10 years max (fishbase + ADW)",NA,NA
"15",160,"Ameiurus melas","Ameiurus","melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus melas_39.016739_NA",26,39.016739,-90.992256,"inferred","Ameiurus","melas","Cuivre River, Missouri, United States",NA,38.1,"tmax",0.39,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""fry remain close to adult for around two weeks"" implies no large dispersal of larvae",NA,"66","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_melas/","3650","5 years average+ 10 years max (fishbase + ADW)",NA,NA
"16",163,"Ameiurus natalis","Ameiurus","natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus natalis_42.08_NA",22.2,42.08,-81.34,"","Ameiurus","natalis","Lake Erie",NA,36.4,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""young fry are herded into tight schools by the male and protected until they are approximately two inches long."" (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,"60","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","Y","none","found to move under the ice (DOI: 10.2307/1439630)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_natalis/","2555","4 years avergae+ 7 years max (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,NA
"17",167,"Ameiurus natalis","Ameiurus","natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus natalis_39.201_NA",26,39.201,-92.177,"inferred","Ameiurus","natalis","centroid of Salt River, Lamine River, Missouri, United States",NA,37.9,"tmax",0.44,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""young fry are herded into tight schools by the male and protected until they are approximately two inches long."" (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,"60","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","Y","none","found to move under the ice (DOI: 10.2307/1439630)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_natalis/","2555","4 years avergae+ 7 years max (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,NA
"18",277,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_NA",12,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,33.4,"tmax",1,"SD",13,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,"130","TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)","11680","32 years max (AnAge)",NA,NA
"19",278,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_NA",20,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,35.6,"tmax",1.53,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,"130","TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)","11680","32 years max (AnAge)",NA,NA
"20",279,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_NA",21.5,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,36,"tmax",0.62,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,"130","TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)","11680","32 years max (AnAge)",NA,NA
"21",297,"Apogon dovii","Apogon","dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Mora & Ospâˆ_â‰ na 2001","Comte","Apogon dovii_2.97_NA",26.5,2.97,7.18,"","Apogon","dovii","Gorgona Island national park Columbia",1,37.04,"tmax",0.34,"SD",28,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,"unk",NA,"unk",NA,NA,"unk","mouthbrooder (IUCN Red List)",NA,"7.5","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"unk",NA,NA,NA
"22",298,"Apogon dovii","Apogon","dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Ospâˆ_â‰ na & Mora 2004","Comte","Apogon dovii_2.99_NA",26.5,2.99,-78.2,"","Apogon","dovii","Gorgona Island reefs Columbia",1,36.43,"tmax",0.76,"SD",27,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,"unk",NA,"unk",NA,NA,"unk","mouthbrooder (IUCN Red List)",NA,"7.5","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"unk",NA,NA,NA
"23",299,"Apogon dovii","Apogon","dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Graham 1971","Comte","Apogon dovii_7.33_NA",28,7.33,-80.21,"","Apogon","dovii","Pacific ocean Panama",NA,37.23,"tmax",0.88,"SD",12,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"unk",NA,"unk",NA,NA,"unk","mouthbrooder (IUCN Red List)",NA,"7.5","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"unk",NA,NA,NA
"24",322,"Bathygobius ramosus","Bathygobius","ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Mora & Ospâˆ_â‰ na 2001","Comte","Bathygobius ramosus_2.97_NA",26.5,2.97,7.18,"","Bathygobius","ramosus","Gorgona Island national park Columbia",1,35.13,"tmax",0.12,"SD",15,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,"unk",NA,"unk",NA,NA,"unk",NA,NA,"20","TL male/unsexed -fishbase","12","TL male/unsexed -fishbase","12","TL male/unsexed -fishbase","Y","none","tropical fish (fishbase)","unk",NA,"unk","unk",NA,"Nikki","unk",NA,"unk",NA,NA,NA
"25",323,"Bathygobius ramosus","Bathygobius","ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Graham 1971","Comte","Bathygobius ramosus_7.33_NA",28,7.33,-80.21,"","Bathygobius","ramosus","Pacific ocean Panama",NA,40.7,"tmax",0.09,"SD",21,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"unk",NA,"unk",NA,NA,"unk",NA,NA,"20","TL male/unsexed -fishbase","12","TL male/unsexed -fishbase","12","TL male/unsexed -fishbase","Y","none","tropical fish (fishbase)","unk",NA,"unk","unk",NA,"Nikki","unk",NA,"unk",NA,NA,NA
"26",368,"Carassius carassius","Carassius","carassius","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Carassius carassius_NA_NA",20,NA,NA,"","Carassius","carassius",NA,NA,34.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"547.5","1.5-6 years across various populations (Tarkan+ A. S.+ Almeida+ D.+ Godard+ M. J.+ Gaygusuz+ Ã–.+ Rylands+ M.+ Sayer+ C. D.+ ... & Copp+ G. H. (2016). A review and metaâ€êanalysis of growth and lifeâ€êhistory traits of a declining European freshwater fish+ crucian carp Carassius carassius. Aquatic Conservation: Marine and Freshwater Ecosystems+ 26(1)+ 212-224.)","547.5","1.5-5 years across various populations (Tarkan+ A. S.+ Almeida+ D.+ Godard+ M. J.+ Gaygusuz+ Ã–.+ Rylands+ M.+ Sayer+ C. D.+ ... & Copp+ G. H. (2016). A review and metaâ€êanalysis of growth and lifeâ€êhistory traits of a declining European freshwater fish+ crucian carp Carassius carassius. Aquatic Conservation: Marine and Freshwater Ecosystems+ 26(1)+ 212-224.)",NA,"unk","low dispersal (doi: 10.1111/mec.13613)",NA,"64","TL male/unsexed -fishbase","15","TL male/unsexed -fishbase","15","TL male/unsexed -fishbase","Y","winter+dry","burrow in mud in the dry season or during winter+ fishbase","non-migratory","Fishbase",NA,NA,"anadromous according to (MÃ_ller+ K.+ & Berg+ E. (1982). Spring migration of some anadromous freshwater fish species in the northern Bothnian Sea. Hydrobiologia+ 96(2)+ 161-168.) but no other accounts/information reported+ fishbase calls potamodromous","Nikki","unk",NA,"3650","10 years maximum - fishbase","try to find more specific dormancy season",NA
"27",369,"Carassius carassius","Carassius","carassius","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kutty et al. 1980","Comte","Carassius carassius_NA_NA",35,NA,NA,"","Carassius","carassius",NA,NA,41.47,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"547.5","1.5-6 years across various populations (Tarkan+ A. S.+ Almeida+ D.+ Godard+ M. J.+ Gaygusuz+ Ã–.+ Rylands+ M.+ Sayer+ C. D.+ ... & Copp+ G. H. (2016). A review and metaâ€êanalysis of growth and lifeâ€êhistory traits of a declining European freshwater fish+ crucian carp Carassius carassius. Aquatic Conservation: Marine and Freshwater Ecosystems+ 26(1)+ 212-224.)","547.5","1.5-5 years across various populations (Tarkan+ A. S.+ Almeida+ D.+ Godard+ M. J.+ Gaygusuz+ Ã–.+ Rylands+ M.+ Sayer+ C. D.+ ... & Copp+ G. H. (2016). A review and metaâ€êanalysis of growth and lifeâ€êhistory traits of a declining European freshwater fish+ crucian carp Carassius carassius. Aquatic Conservation: Marine and Freshwater Ecosystems+ 26(1)+ 212-224.)",NA,"unk","low dispersal (doi: 10.1111/mec.13613)",NA,"64","TL male/unsexed -fishbase","15","TL male/unsexed -fishbase","15","TL male/unsexed -fishbase","Y","winter+dry","burrow in mud in the dry season or during winter+ fishbase","non-migratory","Fishbase",NA,NA,"anadromous according to (MÃ_ller+ K.+ & Berg+ E. (1982). Spring migration of some anadromous freshwater fish species in the northern Bothnian Sea. Hydrobiologia+ 96(2)+ 161-168.) but no other accounts/information reported+ fishbase calls potamodromous","Nikki","unk",NA,"3650","10 years maximum - fishbase","try to find more specific dormancy season",NA
"28",370,"Carpiodes cyprinus","Carpiodes","cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Mundahl 1990","Comte","Carpiodes cyprinus_39.97_NA",24,39.97,-82.81,"","Carpiodes","cyprinus","Indian Creek Ohio US",NA,38.8,"tmax",0.8,"SD",6,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"2190","minimum 6 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","1460","minimum 4 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"10-100","MIGRATION: migration of up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) all other info unk",NA,"45.7","TL max of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","44.4-44.9","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","40.9-41.3","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"none","no dormancy reported","migratory","NatureServe Explorer",NA,NA,"POPULATION SPECIFIC: may migrate up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) DETAILED TIMING: dependent on water temperatures - 5C or lower (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus)","Azenor/Nikki","unk",NA,"4015","max 11 years https://animaldiversity.org/accounts/Carpiodes_cyprinus/","complicated migration",NA
"29",371,"Carpiodes cyprinus","Carpiodes","cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Carpiodes cyprinus_42.08_NA",23.3,42.08,-81.34,"","Carpiodes","cyprinus","Lake Erie",NA,37.2,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"2190","minimum 6 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","1460","minimum 4 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"10-100","MIGRATION: migration of up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) all other info unk",NA,"45.7","TL max of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","44.4-44.9","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","40.9-41.3","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"none","no dormancy reported","migratory","NatureServe Explorer",NA,NA,"POPULATION SPECIFIC: may migrate up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) DETAILED TIMING: dependent on water temperatures - 5C or lower (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus)","Azenor/Nikki","unk",NA,"4015","max 11 years https://animaldiversity.org/accounts/Carpiodes_cyprinus/","complicated migration",NA
"30",380,"Catostomus clarkii","Catostomus","clarkii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Deacon et al. 1987","Comte","Catostomus clarkii_34.048927_NA",10,34.048927,-111.093735,"inferred","Catostomus","clarkii","Virgin River Utha US",14,32.2,"tmax",0.64,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"730","http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii","730","http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii","Y","0-1","MOVEMENT: max displacement of transients of 819m (DOI: 10.1139/cjfas-2012-0334) and 1/2 population considered transient within the 200-300m+ so low site  ",NA,"33","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Azenor/Nikki","0.022-0.53","168-819m maximum linear displacement between the two most distant detection locations+ used as diameter (DOI: 10.1139/cjfas-2012-0334)","3650","8 to 10 years http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii",NA,NA
"31",381,"Catostomus clarkii","Catostomus","clarkii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Deacon et al. 1987","Comte","Catostomus clarkii_34.048927_NA",25,34.048927,-111.093735,"inferred","Catostomus","clarkii","Virgin River Utha US",14,37.17,"tmax",0.5,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"730","http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii","730","http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii","Y","0-1","MOVEMENT: max displacement of transients of 819m (DOI: 10.1139/cjfas-2012-0334) and 1/2 population considered transient within the 200-300m+ so low site  ",NA,"33","TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Azenor/Nikki","0.022-0.53","168-819m maximum linear displacement between the two most distant detection locations+ used as diameter (DOI: 10.1139/cjfas-2012-0334)","3650","8 to 10 years http://explorer.natureserve.org/servlet/NatureServe?searchName=Catostomus%20clarkii",NA,NA
"32",388,"Catostomus commersonii","Catostomus","commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_NA",5,42.08,-81.34,"","Catostomus","commersonii","Lake Erie",NA,26.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1095","average 3 years (http://animaldiversity.org/accounts/Catostomus_commersoni/)","730","average 2 years (http://animaldiversity.org/accounts/Catostomus_commersoni/)",NA,"10-100","MOVEMENT: low site fidelity after spawning+ one dispersed 56km after spawning (https://animaldiversity.org/accounts/Catostomus_commersonii/) GENETIC: relatively small differences among sites separated by 100+ km - authors suggest that white sucker are mobile (https://doi.org/10.1897/02-181) MIGRATION: migrate dozens of km between spawning and adult habitat - NatureServe Explorer",NA,"65","TL male/unsexed -fishbase","40.7","TL male/unsexed -fishbase","40.7","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","spring+ two months",NA,"DISTANCE: dozens of km (NatureServe Explorer) TIMING: 6 weeks in spring/early summer in North (http://animaldiversity.org/accounts/Catostomus_commersoni/)","Azenor/Nikki","unk",NA,"6205","maximum of 17 years http://animaldiversity.org/accounts/Catostomus_commersoni/",NA,NA
